shift,phase,label,kpi,n,mean,sd,ci95_half,min,max,median,cv_pct
7,5,S3 (shift 7),vr_score,3,0.37033333333333335,0.0030550504633038962,0.00758977859434063,0.367,0.373,0.371,0.8249461197040223
7,5,S3 (shift 7),fatigue_index,3,0.2851333333333333,0.00419563264995083,0.010423370500360156,0.282,0.2899,0.2835,1.471463403069031
7,5,S3 (shift 7),noise_db,3,79.3,0.10000000000000142,0.2484338208322995,79.2,79.4,79.3,0.1261034047919312
7,5,S3 (shift 7),energy_kwh,3,361.3333333333333,0.5773502691896257,1.4343333333333332,361.0,362.0,361.0,0.15978328483107723
7,5,S3 (shift 7),defect_rate,3,0.007899999999999999,0.00010000000000000026,0.00024843382083229666,0.0078,0.008,0.0079,1.26582278481013
7,5,S3 (shift 7),deadline_gap_pct,3,59.26666666666667,0.8082903768654793,2.0080666666666747,58.8,60.2,58.8,1.3638195335188064
7,6,S4 (shift 7),throughput_uph,3,25.100000000000005,0.0,0.0,25.1,25.1,25.1,0.0
7,6,S4 (shift 7),vr_score,3,0.35799999999999993,0.0,0.0,0.358,0.358,0.358,0.0
7,6,S4 (shift 7),fatigue_index,3,0.3225,0.0,0.0,0.3225,0.3225,0.3225,0.0
7,6,S4 (shift 7),noise_db,3,76.1,0.0,0.0,76.1,76.1,76.1,0.0
7,6,S4 (shift 7),energy_kwh,3,409.0,0.0,0.0,409.0,409.0,409.0,0.0
7,6,S4 (shift 7),defect_rate,3,0.0073,0.0,0.0,0.0073,0.0073,0.0073,0.0
7,6,S4 (shift 7),deadline_gap_pct,3,51.79999999999999,0.0,0.0,51.8,51.8,51.8,0.0
8,1,S1 (shift 8),throughput_uph,3,40.7,0.0,0.0,40.7,40.7,40.7,0.0
8,1,S1 (shift 8),vr_score,3,0.48100000000000004,0.0,0.0,0.481,0.481,0.481,0.0
8,1,S1 (shift 8),fatigue_index,3,0.3501,0.0,0.0,0.3501,0.3501,0.3501,0.0
8,1,S1 (shift 8),noise_db,3,77.8,0.0,0.0,77.8,77.8,77.8,0.0
8,1,S1 (shift 8),energy_kwh,3,401.0,0.0,0.0,401.0,401.0,401.0,0.0
8,1,S1 (shift 8),defect_rate,3,0.0079,0.0,0.0,0.0079,0.0079,0.0079,0.0
8,1,S1 (shift 8),deadline_gap_pct,3,21.7,0.0,0.0,21.7,21.7,21.7,0.0
8,3,S2 (shift 8),throughput_uph,3,48.36666666666667,0.3785938897200155,0.9405552656690435,48.1,48.8,48.2,0.7827578698553044
8,3,S2 (shift 8),vr_score,3,0.47100000000000003,0.0036055512754639618,0.008957408795702702,0.467,0.474,0.472,0.76550982493927
8,3,S2 (shift 8),fatigue_index,3,0.5991333333333333,0.0016743157806499225,0.004159566666666686,0.5972,0.6001,0.6001,0.27945628919270993
